v1,v2
ham,ÌÏ ready then call me...
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,No da. . Vijay going to talk in jaya tv
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,Am only searching for good dual sim mobile pa.
ham,Ya had just now.onion roast.
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Going for dinner.msg you after.
ham,I could ask carlos if we could get more if anybody else can chip in
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
spam,You have 1 new message. Call 0207-083-6089
ham,That depends. How would you like to be treated? :)
ham,ÌÏ dun wan to watch infernal affair?
ham,K. I will sent it again
ham,I dunno lei... Like dun haf...
ham,What you did in  leave.
ham,Do you always celebrate NY's with your family ?
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Lmao!nice 1
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,Ok lor... But buy wat?
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Ya but it cant display internal subs so i gotta extract them
ham,Ugh fuck it I'm resubbing to eve
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Oh ok.. Wat's ur email?
ham,How are you holding up?
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
ham,"Alright, see you in a bit"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,No need lar i go engin? Cos my sis at arts today...
ham,My sister got placed in birla soft da:-)
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
ham,Gudnite....tc...practice going on
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Can... I'm free...
ham,Aight well keep me informed
ham,Wat time u finish ur lect today?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Dun need to use dial up juz open da browser n surf...
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Shall i come to get pickle
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,"yeah, that's what I was thinking"
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Do Ì_ noe if ben is going?
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,Pls speak to that customer machan.
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Sir send to group mail check it.
ham,Short But Cute: \Be a good person
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,I uploaded mine to Facebook
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"Thanks, I'll keep that in mind"
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Y bishan lei... I tot Ì_ say lavender? 
ham,Havent shopping now lor i juz arrive only
ham,I'm reaching home in 5 min.
ham,You are not bothering me but you have to trust my answers. Pls.
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,have * good weekend.
ham,Did you see that film:)
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?
ham,Sorry i missed your call. Can you please call back.
ham,Just glad to be talking to you.
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,ELLO BABE U OK?
ham,Good morning princess! How are you?
ham,Annoying isn't it.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,That's cause your old. I live to be high.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Hope you are feeling great. Pls fill me in. Abiola
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Yup Ì_ not comin :-(
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,"How long has it been since you screamed, princess?"
ham,Ok try to do week end course in coimbatore.
ham,Can you say what happen
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,I have a rather prominent bite mark on my right cheek
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,But i'm surprised she still can guess right lor...
ham,Lol or I could just starve and lose a pound by the end of the day.
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
spam,85233 FREE>Ringtone!Reply REAL
ham,It shall be fine. I have avalarr now. Will hollalater
ham,Why de. You looking good only:-)..
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,what are your new years plans?
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,Ok. C u then.
ham,No plans yet. What are you doing ?
ham,You call him and tell now infront of them. Call him now.
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,Hanging out with my brother and his family
ham,Wish i were with you now!
ham,i thought we were doing a king of the hill thing there.
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
ham,Carlos'll be here in a minute if you still need to buy
ham,Yup. Thk of u oso boring wat.
ham,Ard 515 like dat. Y?
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,Oh my God. I'm almost home
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,So u wan 2 come for our dinner tonight a not?
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,I'm thinking that chennai forgot to come for auction..
ham,Pls come quick cant bare this.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,I'll be at mu in like  &lt;#&gt;  seconds
